State,CensusPop,Area,TotalVotes,RepVotes,RepCandidate,DemVotes,ThirdVotes,OtherVotes,DemCandidate,ThirdCandidate
Nebraska,22311,GAGE,9661,5513,"Romney, W. Mitt",3903,158,87,"Obama, Barack H.","Johnson, Gary E."
Nebraska,2057,GARDEN,1091,829,"Romney, W. Mitt",242,10,10,"Obama, Barack H.","Johnson, Gary E."
Nebraska,2049,GARFIELD,940,769,"Romney, W. Mitt",149,13,9,"Obama, Barack H.","Johnson, Gary E."
Nebraska,2044,GOSPER,978,734,"Romney, W. Mitt",230,9,5,"Obama, Barack H.","Johnson, Gary E."
Nebraska,614,GRANT,363,322,"Romney, W. Mitt",30,7,4,"Obama, Barack H.","Johnson, Gary E."
Nebraska,2538,GREELEY,1185,820,"Romney, W. Mitt",340,12,13,"Obama, Barack H.","Johnson, Gary E."
Nebraska,58607,HALL,20229,12646,"Romney, W. Mitt",7161,275,147,"Obama, Barack H.","Johnson, Gary E."
Nebraska,9124,HAMILTON,4871,3600,"Romney, W. Mitt",1146,80,45,"Obama, Barack H.","Johnson, Gary E."
Nebraska,3423,HARLAN,1778,1395,"Romney, W. Mitt",354,20,9,"Obama, Barack H.","Johnson, Gary E."
Nebraska,967,HAYES,539,476,"Romney, W. Mitt",51,11,1,"Obama, Barack H.","Johnson, Gary E."
Nebraska,2908,HITCHCOCK,1495,1178,"Romney, W. Mitt",274,27,16,"Obama, Barack H.","Johnson, Gary E."
Nebraska,10435,HOLT,4939,3922,"Romney, W. Mitt",882,69,66,"Obama, Barack H.","Johnson, Gary E."
Nebraska,736,HOOKER,395,330,"Romney, W. Mitt",59,2,4,"Obama, Barack H.","Johnson, Gary E."
Nebraska,6274,HOWARD,2870,1890,"Romney, W. Mitt",914,33,33,"Obama, Barack H.","Johnson, Gary E."
Nebraska,7547,JEFFERSON,3446,2166,"Romney, W. Mitt",1195,59,26,"Obama, Barack H.","Johnson, Gary E."
Nebraska,5217,JOHNSON,2063,1225,"Romney, W. Mitt",790,36,12,"Obama, Barack H.","Johnson, Gary E."
Nebraska,6489,KEARNEY,3180,2349,"Romney, W. Mitt",773,43,15,"Obama, Barack H.","Johnson, Gary E."
Nebraska,8368,KEITH,4058,3044,"Romney, W. Mitt",928,58,28,"Obama, Barack H.","Johnson, Gary E."
Nebraska,824,KEYA PAHA,484,393,"Romney, W. Mitt",80,7,4,"Obama, Barack H.","Johnson, Gary E."
Nebraska,3821,KIMBALL,1687,1235,"Romney, W. Mitt",395,38,19,"Obama, Barack H.","Johnson, Gary E."
Nebraska,8701,KNOX,4036,2885,"Romney, W. Mitt",1059,57,35,"Obama, Barack H.","Johnson, Gary E."
Nebraska,285407,LANCASTER,127355,62434,"Romney, W. Mitt",62015,1874,1032,"Obama, Barack H.","Johnson, Gary E."
Nebraska,36288,LINCOLN,15655,10728,"Romney, W. Mitt",4450,315,162,"Obama, Barack H.","Johnson, Gary E."
Nebraska,763,LOGAN,431,356,"Romney, W. Mitt",68,5,2,"Obama, Barack H.","Johnson, Gary E."
Nebraska,632,LOUP,358,290,"Romney, W. Mitt",62,4,2,"Obama, Barack H.","Johnson, Gary E."
Nebraska,34876,MADISON,13885,10062,"Romney, W. Mitt",3485,225,113,"Obama, Barack H.","Johnson, Gary E."
Nebraska,539,MCPHERSON,291,237,"Romney, W. Mitt",41,6,7,"Obama, Barack H.","Johnson, Gary E."
Nebraska,7845,MERRICK,3489,2490,"Romney, W. Mitt",925,46,28,"Obama, Barack H.","Johnson, Gary E."
Nebraska,5042,MORRILL,2190,1681,"Romney, W. Mitt",455,32,22,"Obama, Barack H.","Johnson, Gary E."
Nebraska,3735,NANCE,1621,1106,"Romney, W. Mitt",481,18,16,"Obama, Barack H.","Johnson, Gary E."
Nebraska,7248,NEMAHA,3214,2012,"Romney, W. Mitt",1128,44,30,"Obama, Barack H.","Johnson, Gary E."
Nebraska,4500,NUCKOLLS,2191,1574,"Romney, W. Mitt",568,34,15,"Obama, Barack H.","Johnson, Gary E."
Nebraska,15740,OTOE,6982,4258,"Romney, W. Mitt",2561,108,55,"Obama, Barack H.","Johnson, Gary E."
Nebraska,2773,PAWNEE,1341,899,"Romney, W. Mitt",400,26,16,"Obama, Barack H.","Johnson, Gary E."
Nebraska,2970,PERKINS,1394,1135,"Romney, W. Mitt",238,15,6,"Obama, Barack H.","Johnson, Gary E."
Nebraska,9188,PHELPS,4380,3400,"Romney, W. Mitt",880,72,28,"Obama, Barack H.","Johnson, Gary E."
Nebraska,7266,PIERCE,3431,2707,"Romney, W. Mitt",637,57,30,"Obama, Barack H.","Johnson, Gary E."
Nebraska,32237,PLATTE,13473,10061,"Romney, W. Mitt",3148,139,125,"Obama, Barack H.","Johnson, Gary E."
Nebraska,5406,POLK,2457,1890,"Romney, W. Mitt",528,24,15,"Obama, Barack H.","Johnson, Gary E."
Nebraska,11055,RED WILLOW,4936,3891,"Romney, W. Mitt",952,55,38,"Obama, Barack H.","Johnson, Gary E."
Nebraska,8363,RICHARDSON,3739,2443,"Romney, W. Mitt",1191,67,38,"Obama, Barack H.","Johnson, Gary E."
Nebraska,1526,ROCK,789,672,"Romney, W. Mitt",103,8,6,"Obama, Barack H.","Johnson, Gary E."
Nebraska,14200,SALINE,4958,2557,"Romney, W. Mitt",2289,64,48,"Obama, Barack H.","Johnson, Gary E."
Nebraska,158840,SARPY,71490,43213,"Romney, W. Mitt",26671,1106,500,"Obama, Barack H.","Johnson, Gary E."
Nebraska,20780,SAUNDERS,10312,6770,"Romney, W. Mitt",3307,167,68,"Obama, Barack H.","Johnson, Gary E."
Nebraska,36970,SCOTTS BLUFF,14287,9648,"Romney, W. Mitt",4327,185,127,"Obama, Barack H.","Johnson, Gary E."
Nebraska,16750,SEWARD,7573,5003,"Romney, W. Mitt",2386,110,74,"Obama, Barack H.","Johnson, Gary E."
Nebraska,5469,SHERIDAN,2472,2021,"Romney, W. Mitt",390,44,17,"Obama, Barack H.","Johnson, Gary E."
Nebraska,3152,SHERMAN,1530,927,"Romney, W. Mitt",552,29,22,"Obama, Barack H.","Johnson, Gary E."
Nebraska,1311,SIOUX,739,624,"Romney, W. Mitt",101,10,4,"Obama, Barack H.","Johnson, Gary E."
Nebraska,6129,STANTON,2644,1949,"Romney, W. Mitt",614,49,32,"Obama, Barack H.","Johnson, Gary E."
Nebraska,5228,THAYER,2659,1874,"Romney, W. Mitt",728,41,16,"Obama, Barack H.","Johnson, Gary E."
Nebraska,647,THOMAS,408,360,"Romney, W. Mitt",42,1,5,"Obama, Barack H.","Johnson, Gary E."
Nebraska,6940,THURSTON,2215,939,"Romney, W. Mitt",1247,20,9,"Obama, Barack H.","Johnson, Gary E."
Nebraska,4260,VALLEY,2195,1657,"Romney, W. Mitt",498,25,15,"Obama, Barack H.","Johnson, Gary E."
Nebraska,20234,WASHINGTON,10246,6899,"Romney, W. Mitt",3132,136,79,"Obama, Barack H.","Johnson, Gary E."
Nebraska,9595,WAYNE,3682,2493,"Romney, W. Mitt",1074,73,42,"Obama, Barack H.","Johnson, Gary E."
Nebraska,3812,WEBSTER,1742,1258,"Romney, W. Mitt",442,31,11,"Obama, Barack H.","Johnson, Gary E."
Nebraska,818,WHEELER,448,345,"Romney, W. Mitt",93,8,2,"Obama, Barack H.","Johnson, Gary E."
Nebraska,13665,YORK,6355,4874,"Romney, W. Mitt",1373,61,47,"Obama, Barack H.","Johnson, Gary E."
Nevada,55274,CARSON CITY,23319,12394,"Romney, W. Mitt",10291,286,348,"Obama, Barack H.","Johnson, Gary E."
Nevada,24877,CHURCHILL,10265,7061,"Romney, W. Mitt",2961,84,159,"Obama, Barack H.","Johnson, Gary E."
Nevada,1951269,CLARK,691190,289053,"Romney, W. Mitt",389936,7064,5137,"Obama, Barack H.","Johnson, Gary E."
Nevada,46997,DOUGLAS,26075,16276,"Romney, W. Mitt",9297,275,227,"Obama, Barack H.","Johnson, Gary E."
Nevada,48818,ELKO,15986,12014,"Romney, W. Mitt",3511,174,287,"Obama, Barack H.","Johnson, Gary E."
Nevada,783,ESMERALDA,435,317,"Romney, W. Mitt",92,14,12,"Obama, Barack H.","Johnson, Gary E."
Nevada,1987,EUREKA,808,663,"Romney, W. Mitt",107,9,29,"Obama, Barack H.","Johnson, Gary E."
Nevada,16528,HUMBOLDT,5744,3810,"Romney, W. Mitt",1737,61,136,"Obama, Barack H.","Johnson, Gary E."
Nevada,5775,LANDER,2165,1580,"Romney, W. Mitt",534,11,40,"Obama, Barack H.","Johnson, Gary E."
Nevada,5345,LINCOLN,2152,1691,"Romney, W. Mitt",400,22,39,"Obama, Barack H.","Johnson, Gary E."
Nevada,51980,LYON,21465,13520,"Romney, W. Mitt",7380,235,330,"Obama, Barack H.","Johnson, Gary E."
Nevada,4772,MINERAL,2035,1080,"Romney, W. Mitt",863,20,72,"Obama, Barack H.","Johnson, Gary E."
Nevada,43946,NYE,17522,10566,"Romney, W. Mitt",6320,279,357,"Obama, Barack H.","Johnson, Gary E."
Nevada,6753,PERSHING,1884,1167,"Romney, W. Mitt",632,25,60,"Obama, Barack H.","Johnson, Gary E."
Nevada,4010,STOREY,2314,1321,"Romney, W. Mitt",920,41,32,"Obama, Barack H.","Johnson, Gary E."
Nevada,421407,WASHOE,187855,88453,"Romney, W. Mitt",95409,2332,1661,"Obama, Barack H.","Johnson, Gary E."
Nevada,10030,WHITE PINE,3704,2601,"Romney, W. Mitt",983,36,84,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,60088,BELKNAP,33887,17571,"Romney, W. Mitt",15890,276,150,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,47818,CARROLL,28602,14207,"Romney, W. Mitt",13977,251,167,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,77117,CHESHIRE,41360,15156,"Romney, W. Mitt",25380,545,279,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,33055,COOS,15699,6342,"Romney, W. Mitt",9095,165,97,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,89118,GRAFTON,49014,18208,"Romney, W. Mitt",29826,666,314,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,400721,HILLSBOROUGH,205667,99991,"Romney, W. Mitt",102303,2541,832,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,146445,MERRIMACK,80514,34524,"Romney, W. Mitt",44756,899,335,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,295223,ROCKINGHAM,170423,87921,"Romney, W. Mitt",80142,1737,623,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,123143,STRAFFORD,63969,26729,"Romney, W. Mitt",36026,856,358,"Obama, Barack H.","Johnson, Gary E."
New Hampshire,43742,SULLIVAN,21837,9269,"Romney, W. Mitt",12166,276,126,"Obama, Barack H.","Johnson, Gary E."
New Jersey,274549,ATLANTIC,113179,46522,"Romney, W. Mitt",65600,579,478,"Obama, Barack H.","Johnson, Gary E."
New Jersey,905116,BERGEN,385407,169070,"Romney, W. Mitt",212754,1752,1831,"Obama, Barack H.","Johnson, Gary E."
New Jersey,448734,BURLINGTON,215936,87401,"Romney, W. Mitt",126377,1367,791,"Obama, Barack H.","Johnson, Gary E."
New Jersey,513657,CAMDEN,225428,69476,"Romney, W. Mitt",153682,1250,1020,"Obama, Barack H.","Johnson, Gary E."
New Jersey,97265,CAPE MAY,47931,25781,"Romney, W. Mitt",21657,253,240,"Obama, Barack H.","Johnson, Gary E."
New Jersey,156898,CUMBERLAND,55292,20658,"Romney, W. Mitt",34055,283,296,"Obama, Barack H.","Johnson, Gary E."
New Jersey,783969,ESSEX,303019,64406,"Romney, W. Mitt",236618,962,1033,"Obama, Barack H.","Johnson, Gary E."
New Jersey,288288,GLOUCESTER,135186,59456,"Romney, W. Mitt",74013,1040,677,"Obama, Barack H.","Johnson, Gary E."
New Jersey,634266,HUDSON,197504,42369,"Romney, W. Mitt",153108,1002,1025,"Obama, Barack H.","Johnson, Gary E."
New Jersey,128349,HUNTERDON,66494,38687,"Romney, W. Mitt",26876,549,382,"Obama, Barack H.","Johnson, Gary E."
New Jersey,366513,MERCER,153511,47355,"Romney, W. Mitt",104377,915,864,"Obama, Barack H.","Johnson, Gary E."
New Jersey,809858,MIDDLESEX,301315,107310,"Romney, W. Mitt",190555,1851,1599,"Obama, Barack H.","Johnson, Gary E."
New Jersey,630380,MONMOUTH,283978,147513,"Romney, W. Mitt",133145,2228,1092,"Obama, Barack H.","Johnson, Gary E."
New Jersey,492276,MORRIS,227392,124947,"Romney, W. Mitt",100146,1375,924,"Obama, Barack H.","Johnson, Gary E."
New Jersey,576567,OCEAN,251275,146474,"Romney, W. Mitt",102300,1467,1034,"Obama, Barack H.","Johnson, Gary E."
New Jersey,501226,PASSAIC,181988,64523,"Romney, W. Mitt",115926,717,822,"Obama, Barack H.","Johnson, Gary E."
New Jersey,66083,SALEM,29501,14334,"Romney, W. Mitt",14719,248,200,"Obama, Barack H.","Johnson, Gary E."
New Jersey,323444,SOMERSET,142922,66603,"Romney, W. Mitt",74592,1088,639,"Obama, Barack H.","Johnson, Gary E."
New Jersey,149265,SUSSEX,67933,40625,"Romney, W. Mitt",26104,757,447,"Obama, Barack H.","Johnson, Gary E."
New Jersey,536499,UNION,209831,68314,"Romney, W. Mitt",139752,952,813,"Obama, Barack H.","Johnson, Gary E."
New Jersey,108692,WARREN,45270,25744,"Romney, W. Mitt",18745,410,371,"Obama, Barack H.","Johnson, Gary E."
New Mexico,662564,BERNALILLO,270969,106408,"Romney, W. Mitt",150739,12206,1616,"Obama, Barack H.","Johnson, Gary E."
New Mexico,3725,CATRON,2123,1494,"Romney, W. Mitt",560,51,18,"Obama, Barack H.","Johnson, Gary E."
New Mexico,65645,CHAVES,20292,13088,"Romney, W. Mitt",6604,521,79,"Obama, Barack H.","Johnson, Gary E."
New Mexico,27213,CIBOLA,8243,2998,"Romney, W. Mitt",4961,261,23,"Obama, Barack H.","Johnson, Gary E."
New Mexico,13750,COLFAX,5764,2699,"Romney, W. Mitt",2828,206,31,"Obama, Barack H.","Johnson, Gary E."
New Mexico,48376,CURRY,13625,9251,"Romney, W. Mitt",4022,291,61,"Obama, Barack H.","Johnson, Gary E."
New Mexico,2022,DE BACA,902,586,"Romney, W. Mitt",287,24,5,"Obama, Barack H.","Johnson, Gary E."
New Mexico,209233,DONA ANA,66423,27322,"Romney, W. Mitt",37139,1497,465,"Obama, Barack H.","Johnson, Gary E."
New Mexico,53829,EDDY,19269,12583,"Romney, W. Mitt",6142,462,82,"Obama, Barack H.","Johnson, Gary E."
New Mexico,29514,GRANT,12902,5358,"Romney, W. Mitt",7090,327,127,"Obama, Barack H.","Johnson, Gary E."
New Mexico,4687,GUADALUPE,2135,557,"Romney, W. Mitt",1488,84,6,"Obama, Barack H.","Johnson, Gary E."
New Mexico,695,HARDING,601,327,"Romney, W. Mitt",260,12,2,"Obama, Barack H.","Johnson, Gary E."
New Mexico,4894,HIDALGO,1935,899,"Romney, W. Mitt",995,29,12,"Obama, Barack H.","Johnson, Gary E."
New Mexico,64727,LEA,17015,12548,"Romney, W. Mitt",4080,310,77,"Obama, Barack H.","Johnson, Gary E."
New Mexico,20497,LINCOLN,9242,5961,"Romney, W. Mitt",2942,297,42,"Obama, Barack H.","Johnson, Gary E."
New Mexico,17950,LOS ALAMOS,10654,4796,"Romney, W. Mitt",5191,599,68,"Obama, Barack H.","Johnson, Gary E."
New Mexico,25095,LUNA,7500,3670,"Romney, W. Mitt",3583,184,63,"Obama, Barack H.","Johnson, Gary E."
New Mexico,71492,MCKINLEY,21929,5546,"Romney, W. Mitt",15841,427,115,"Obama, Barack H.","Johnson, Gary E."
New Mexico,4881,MORA,2611,595,"Romney, W. Mitt",1955,48,13,"Obama, Barack H.","Johnson, Gary E."
New Mexico,63797,OTERO,20012,12451,"Romney, W. Mitt",6829,592,140,"Obama, Barack H.","Johnson, Gary E."
New Mexico,9041,QUAY,3707,2202,"Romney, W. Mitt",1383,97,25,"Obama, Barack H.","Johnson, Gary E."
New Mexico,40246,RIO ARRIBA,15343,3397,"Romney, W. Mitt",11465,418,63,"Obama, Barack H.","Johnson, Gary E."
New Mexico,19846,ROOSEVELT,5969,4043,"Romney, W. Mitt",1727,154,45,"Obama, Barack H.","Johnson, Gary E."
New Mexico,130044,SAN JUAN,46237,28849,"Romney, W. Mitt",15855,1287,246,"Obama, Barack H.","Johnson, Gary E."
New Mexico,29393,SAN MIGUEL,11509,2303,"Romney, W. Mitt",8850,286,70,"Obama, Barack H.","Johnson, Gary E."
New Mexico,131561,SANDOVAL,54078,24387,"Romney, W. Mitt",27236,2184,271,"Obama, Barack H.","Johnson, Gary E."
New Mexico,144170,SANTA FE,69245,15500,"Romney, W. Mitt",50872,2277,596,"Obama, Barack H.","Johnson, Gary E."
New Mexico,11988,SIERRA,5102,2928,"Romney, W. Mitt",1964,175,35,"Obama, Barack H.","Johnson, Gary E."
New Mexico,17866,SOCORRO,7193,2722,"Romney, W. Mitt",4058,344,69,"Obama, Barack H.","Johnson, Gary E."
New Mexico,32937,TAOS,15339,2730,"Romney, W. Mitt",11978,479,152,"Obama, Barack H.","Johnson, Gary E."
New Mexico,16383,TORRANCE,6402,3529,"Romney, W. Mitt",2428,382,63,"Obama, Barack H.","Johnson, Gary E."
New Mexico,4549,UNION,1759,1236,"Romney, W. Mitt",472,36,15,"Obama, Barack H.","Johnson, Gary E."
New Mexico,76569,VALENCIA,27728,12825,"Romney, W. Mitt",13511,1240,152,"Obama, Barack H.","Johnson, Gary E."
New York,304204,ALBANY,135767,45064,"Romney, W. Mitt",87556,1361,1786,"Obama, Barack H.","Johnson, Gary E."
New York,48946,ALLEGANY,16953,10390,"Romney, W. Mitt",6139,168,256,"Obama, Barack H.","Johnson, Gary E."
New York,1385108,BRONX,370938,29967,"Romney, W. Mitt",339211,608,1152,"Obama, Barack H.","Johnson, Gary E."
New York,200600,BROOME,81565,37641,"Romney, W. Mitt",41970,915,1039,"Obama, Barack H.","Johnson, Gary E."
New York,80317,CATTARAUGUS,29767,16569,"Romney, W. Mitt",12649,274,275,"Obama, Barack H.","Johnson, Gary E."
New York,80026,CAYUGA,31169,13454,"Romney, W. Mitt",17007,285,423,"Obama, Barack H.","Johnson, Gary E."
New York,134905,CHAUTAUQUA,52852,27971,"Romney, W. Mitt",23812,504,565,"Obama, Barack H.","Johnson, Gary E."
New York,88830,CHEMUNG,35010,17612,"Romney, W. Mitt",16797,310,291,"Obama, Barack H.","Johnson, Gary E."
New York,50477,CHENANGO,19314,9713,"Romney, W. Mitt",9116,218,267,"Obama, Barack H.","Johnson, Gary E."
New York,82128,CLINTON,30656,11115,"Romney, W. Mitt",18961,260,320,"Obama, Barack H.","Johnson, Gary E."
New York,63096,COLUMBIA,29129,12225,"Romney, W. Mitt",16221,299,384,"Obama, Barack H.","Johnson, Gary E."
New York,49336,CORTLAND,19624,8695,"Romney, W. Mitt",10482,187,260,"Obama, Barack H.","Johnson, Gary E."
New York,47980,DELAWARE,18638,9938,"Romney, W. Mitt",8304,170,226,"Obama, Barack H.","Johnson, Gary E."
New York,297488,DUTCHESS,123705,56025,"Romney, W. Mitt",65312,1105,1263,"Obama, Barack H.","Johnson, Gary E."
New York,919040,ERIE,414195,169675,"Romney, W. Mitt",237356,3562,3602,"Obama, Barack H.","Johnson, Gary E."
New York,39370,ESSEX,16717,6647,"Romney, W. Mitt",9784,134,152,"Obama, Barack H.","Johnson, Gary E."
New York,51599,FRANKLIN,15934,5740,"Romney, W. Mitt",9894,116,184,"Obama, Barack H.","Johnson, Gary E."
New York,55531,FULTON,19799,10814,"Romney, W. Mitt",8607,159,219,"Obama, Barack H.","Johnson, Gary E."
New York,60079,GENESEE,24746,14607,"Romney, W. Mitt",9601,363,175,"Obama, Barack H.","Johnson, Gary E."
New York,49221,GREENE,20668,11174,"Romney, W. Mitt",9030,233,231,"Obama, Barack H.","Johnson, Gary E."
New York,4836,HAMILTON,3113,1932,"Romney, W. Mitt",1128,28,25,"Obama, Barack H.","Johnson, Gary E."
New York,64519,HERKIMER,25040,13282,"Romney, W. Mitt",11273,259,226,"Obama, Barack H.","Johnson, Gary E."
New York,116229,JEFFERSON,35708,18122,"Romney, W. Mitt",17099,271,216,"Obama, Barack H.","Johnson, Gary E."
New York,2504700,KINGS,736982,124551,"Romney, W. Mitt",604443,2500,5488,"Obama, Barack H.","Johnson, Gary E."
New York,27087,LEWIS,10522,5651,"Romney, W. Mitt",4724,81,66,"Obama, Barack H.","Johnson, Gary E."
New York,65393,LIVINGSTON,26770,14448,"Romney, W. Mitt",11705,318,299,"Obama, Barack H.","Johnson, Gary E."
New York,73442,MADISON,28094,13622,"Romney, W. Mitt",13871,297,304,"Obama, Barack H.","Johnson, Gary E."
New York,744344,MONROE,333813,133362,"Romney, W. Mitt",193501,3572,3378,"Obama, Barack H.","Johnson, Gary E."
New York,50219,MONTGOMERY,18186,9334,"Romney, W. Mitt",8493,161,198,"Obama, Barack H.","Johnson, Gary E."
New York,1339532,NASSAU,568151,259308,"Romney, W. Mitt",302695,2998,3150,"Obama, Barack H.","Johnson, Gary E."
New York,1585873,NEW YORK,600291,89559,"Romney, W. Mitt",502674,3104,4954,"Obama, Barack H.","Johnson, Gary E."
New York,216469,NIAGARA,89013,43240,"Romney, W. Mitt",43986,864,923,"Obama, Barack H.","Johnson, Gary E."
New York,234878,ONEIDA,86700,44530,"Romney, W. Mitt",40468,819,883,"Obama, Barack H.","Johnson, Gary E."
New York,467026,ONONDAGA,204717,78831,"Romney, W. Mitt",122254,1697,1935,"Obama, Barack H.","Johnson, Gary E."
New York,107931,ONTARIO,47853,23820,"Romney, W. Mitt",23087,571,375,"Obama, Barack H.","Johnson, Gary E."
New York,372813,ORANGE,140628,65367,"Romney, W. Mitt",73315,1049,897,"Obama, Barack H.","Johnson, Gary E."
New York,42883,ORLEANS,14706,8594,"Romney, W. Mitt",5787,165,160,"Obama, Barack H.","Johnson, Gary E."
New York,122109,OSWEGO,44591,19980,"Romney, W. Mitt",23515,447,649,"Obama, Barack H.","Johnson, Gary E."
New York,62259,OTSEGO,24139,11461,"Romney, W. Mitt",12117,212,349,"Obama, Barack H.","Johnson, Gary E."
New York,99710,PUTNAM,44345,24083,"Romney, W. Mitt",19512,397,353,"Obama, Barack H.","Johnson, Gary E."
New York,2230722,QUEENS,595245,118589,"Romney, W. Mitt",470732,2375,3549,"Obama, Barack H.","Johnson, Gary E."
New York,159429,RENSSELAER,67990,29113,"Romney, W. Mitt",37408,754,715,"Obama, Barack H.","Johnson, Gary E."
New York,468730,RICHMOND,154180,74223,"Romney, W. Mitt",78181,899,877,"Obama, Barack H.","Johnson, Gary E."
New York,311687,ROCKLAND,124442,57363,"Romney, W. Mitt",65657,631,791,"Obama, Barack H.","Johnson, Gary E."
New York,219607,SARATOGA,105510,50382,"Romney, W. Mitt",52957,1147,1024,"Obama, Barack H.","Johnson, Gary E."
New York,154727,SCHENECTADY,64933,26568,"Romney, W. Mitt",36844,692,829,"Obama, Barack H.","Johnson, Gary E."
New York,32749,SCHOHARIE,13207,7467,"Romney, W. Mitt",5427,129,184,"Obama, Barack H.","Johnson, Gary E."
New York,18343,SCHUYLER,8146,4281,"Romney, W. Mitt",3674,80,111,"Obama, Barack H.","Johnson, Gary E."
New York,35251,SENECA,13266,5889,"Romney, W. Mitt",7094,110,173,"Obama, Barack H.","Johnson, Gary E."
New York,111944,ST. LAWRENCE,37191,15138,"Romney, W. Mitt",21353,276,424,"Obama, Barack H.","Johnson, Gary E."
New York,98990,STEUBEN,38531,21954,"Romney, W. Mitt",15787,373,417,"Obama, Barack H.","Johnson, Gary E."
New York,1493350,SUFFOLK,594266,282131,"Romney, W. Mitt",304079,3947,4109,"Obama, Barack H.","Johnson, Gary E."
New York,77547,SULLIVAN,28415,12705,"Romney, W. Mitt",15268,195,247,"Obama, Barack H.","Johnson, Gary E."
New York,51125,TIOGA,21589,12117,"Romney, W. Mitt",8930,240,302,"Obama, Barack H.","Johnson, Gary E."
New York,101564,TOMPKINS,39670,11107,"Romney, W. Mitt",27244,395,924,"Obama, Barack H.","Johnson, Gary E."
New York,182493,ULSTER,79626,29759,"Romney, W. Mitt",47752,768,1347,"Obama, Barack H.","Johnson, Gary E."
New York,65707,WARREN,29578,14119,"Romney, W. Mitt",14806,312,341,"Obama, Barack H.","Johnson, Gary E."
New York,63216,WASHINGTON,23095,11085,"Romney, W. Mitt",11523,222,265,"Obama, Barack H.","Johnson, Gary E."
New York,93772,WAYNE,37547,20060,"Romney, W. Mitt",16635,424,428,"Obama, Barack H.","Johnson, Gary E."
New York,949113,WESTCHESTER,388447,143122,"Romney, W. Mitt",240785,2042,2498,"Obama, Barack H.","Johnson, Gary E."
New York,42155,WYOMING,16335,10348,"Romney, W. Mitt",5661,135,191,"Obama, Barack H.","Johnson, Gary E."
New York,25348,YATES,9442,4798,"Romney, W. Mitt",4488,69,87,"Obama, Barack H.","Johnson, Gary E."
North Carolina,151131,ALAMANCE,67776,38170,"Romney, W. Mitt",28875,597,134,"Obama, Barack H.","Johnson, Gary E."
North Carolina,37198,ALEXANDER,17196,12253,"Romney, W. Mitt",4611,263,69,"Obama, Barack H.","Johnson, Gary E."
North Carolina,11155,ALLEGHANY,5067,3390,"Romney, W. Mitt",1583,73,21,"Obama, Barack H.","Johnson, Gary E."
North Carolina,26948,ANSON,11256,4166,"Romney, W. Mitt",7019,53,18,"Obama, Barack H.","Johnson, Gary E."
North Carolina,27281,ASHE,12610,8242,"Romney, W. Mitt",4116,180,72,"Obama, Barack H.","Johnson, Gary E."
North Carolina,17797,AVERY,7759,5766,"Romney, W. Mitt",1882,89,22,"Obama, Barack H.","Johnson, Gary E."
North Carolina,47759,BEAUFORT,23620,13977,"Romney, W. Mitt",9435,159,49,"Obama, Barack H.","Johnson, Gary E."
North Carolina,21282,BERTIE,10123,3387,"Romney, W. Mitt",6695,37,4,"Obama, Barack H.","Johnson, Gary E."
North Carolina,35190,BLADEN,15957,7748,"Romney, W. Mitt",8062,121,26,"Obama, Barack H.","Johnson, Gary E."
North Carolina,107431,BRUNSWICK,57362,34743,"Romney, W. Mitt",22038,469,112,"Obama, Barack H.","Johnson, Gary E."
North Carolina,238318,BUNCOMBE,127696,54701,"Romney, W. Mitt",70625,1721,649,"Obama, Barack H.","Johnson, Gary E."
North Carolina,90912,BURKE,36544,22267,"Romney, W. Mitt",13701,444,132,"Obama, Barack H.","Johnson, Gary E."
North Carolina,178011,CABARRUS,83566,49557,"Romney, W. Mitt",32849,887,273,"Obama, Barack H.","Johnson, Gary E."
North Carolina,83029,CALDWELL,34732,23229,"Romney, W. Mitt",10898,479,126,"Obama, Barack H.","Johnson, Gary E."
North Carolina,9980,CAMDEN,4704,3109,"Romney, W. Mitt",1508,72,15,"Obama, Barack H.","Johnson, Gary E."
North Carolina,66469,CARTERET,35517,24775,"Romney, W. Mitt",10301,332,109,"Obama, Barack H.","Johnson, Gary E."
North Carolina,23719,CASWELL,11039,5594,"Romney, W. Mitt",5348,84,13,"Obama, Barack H.","Johnson, Gary E."
North Carolina,154358,CATAWBA,69601,44538,"Romney, W. Mitt",24069,770,224,"Obama, Barack H.","Johnson, Gary E."
North Carolina,63505,CHATHAM,35434,16665,"Romney, W. Mitt",18361,330,78,"Obama, Barack H.","Johnson, Gary E."
North Carolina,27444,CHEROKEE,12867,9278,"Romney, W. Mitt",3378,156,55,"Obama, Barack H.","Johnson, Gary E."
North Carolina,14793,CHOWAN,7505,3891,"Romney, W. Mitt",3556,45,13,"Obama, Barack H.","Johnson, Gary E."
North Carolina,10587,CLAY,5642,3973,"Romney, W. Mitt",1579,67,23,"Obama, Barack H.","Johnson, Gary E."
